NCTId,BriefTitle,OfficialTitle,OverallStatus,StartDate,CompletionDate,StudyType,Phase,Condition,InterventionName,PrimaryOutcomeMeasure,BriefSummary,EnrollmentCount,InclusionCriteria,ExclusionCriteria,HealthyVolunteers,Gender,MinimumAge,MaximumAge,StdAges,LocationCountry
NCT00025766,Angioplasty and Heart Stents to Treat Individuals With an Occluded Artery Following a Heart Attack,TOSCA-2: An Angiographic Substudy (Ancillary) of the Occluded Artery Trial (OAT),COMPLETED,2001-09,2011-12,INTERVENTIONAL,PHASE4,Cardiovascular Diseases; Coronary Disease; Heart Diseases; Myocardial Infarction,PCI with stenting; Optimal Medical Therapy,LV ejection fraction; Infarct-related artery patency (measured by contrast LV and coronary angiography),The purpose of this study is to evaluate arterial patency and left ventricular ejection fraction by examining angiographic data one year following a heart attack and treatment with late revascularization.,380,* Has experienced a heart attack 3 to 28 days prior to study entry * Has a persistently occluded IRA,N/A,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Canada
NCT01068366,Nickel Allergy With Septal Closure Devices,Nickel Allergy With Septal Occluder Using Amplatzer and Helex Devices (NASAH) Trial,TERMINATED,2010-02,2010-11,OBSERVATIONAL,N/A,Atrial Septal Defect; Patent Foramen Ovale; Allergic Reaction to Nickel,N/A,The difference in serum nickel levels,"This study is for patients who have been diagnosed with either a Patent Foramen Ovale \[PFO\] or an Atrial Septal Defect \[ASD\]. These are a type of hole located in the wall that separates the top two (2) chambers of the heart. You have been recommended to receive an atrial septal occluder device \[a device specifically designed to close PFOs and ASDs\] implanted in your heart to close this hole. Because these devices are made of materials that contain nickel, this trial is being conducted to perform blood nickel tests on those patients already referred for an atrial septal occluder device such as yourself. The purpose of this study is to compare levels of nickel in the blood in patients receiving either the Amplatzer or the Helex devices.",4,"* Patients ≥ 18 years, * Secundum atrial septal defect (ASD) ≤ 1 cm on transesophageal echocardiography or patent foramen ovale (PFO), without contraindications to antiplatelet and/or antithrombotic therapy, and * Suitable anatomy for device closure with one of the following: Amplatzer atrial septal occluder, Amplatzer Cribriform septal occluder, Amplatzer PFO occluder, or the Gore Helex septal occluder.",N/A,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,United States
NCT00005166,Sodium Transport: Genetics and Hypertension,N/A,COMPLETED,1984-04,1996-03,OBSERVATIONAL,N/A,Cardiovascular Diseases; Heart Diseases; Hypertension,N/A,N/A,"Originally, to determine whether genetic alterations in pathways of sodium ion transport in the red blood cells of children could predict their risk of developing primary hypertension in adulthood. In 1992, the objective was to determine the genetic basis of interindividual variation in the risk of essential hypertension in the population at large using the Rochester Family Heart Study.",N/A,N/A,N/A,False,MALE,N/A,100 Years,CHILD; ADULT; OLDER_ADULT,N/A
NCT06088966,Evaluation of Hemodynamic and Ventilatory Effects of Negative Pressure Ventilation,Evaluation of Hemodynamic and Ventilatory Effects of Negative Pressure Ventilation,RECRUITING,2023-08-01,2024-04-01,OBSERVATIONAL,N/A,"Cardiac Output, Low",N/A,Stroke Volume Index in ml/m2,Investigation of the effects of negative pressure ventilation after cardiac surgery in adults onto performance of the left and right heart and the lungs.,30,* patients with pulmonary artery catheter after cardiac surgery,* minimally invasive surgery * unstable conditions * bleeding * unability to fit cuirass,True,ALL,N/A,N/A,CHILD; ADULT; OLDER_ADULT,Germany
NCT05722366,Investigation of Acute Responses of Active Video Games Practice Compared to Exercise in Coronary Artery Patients,Comparison of Acute Responses of Aerobic Exercise and Active Video Games in Coronary Artery Patients,COMPLETED,2022-11-20,2023-08-01,INTERVENTIONAL,NA,Coronary Artery Disease,Active video game; aerobic exercise,Exercise load end heart rate; Exercise load end blood pressure; Exercise load end perceived effort; Exercise load end oxygen saturation; Exercise load end shortness of breath,"At least 25 volunteers with a diagnosis of coronary artery disease in the Department of Cardiology of Dokuz Eylul University and who meet the criteria for follow-up and inclusion will participate in the study. Demographic and clinical information of the participants will be questioned. Active video games and exercise sessions will be randomized to last 25 minutes. Before and after the sessions, heart rate, blood pressure, shortness of breath, oxygen saturation and arterial stiffness will be measured. In addition, energy expenditure, heart rate, perceived exertion, shortness of breath and oxygen saturation will be recorded during the sessions. At the end of the sessions, the person will be asked if they enjoy active video games.",25,* Having been diagnosed with coronary artery disease * Being clinically stable * Becoming a volunteer,"* The presence of unstable angina * The presence of a pacemaker * The presence of cardiomyopathy * The presence of a high cardiovascular risk * The presence of November severe neurological, pulmonary and musculoskeletal system diseases * The patient wants to quit the study",False,MALE,40 Years,75 Years,ADULT; OLDER_ADULT,Turkey
NCT02499666,Change in Exercise Capacity as Measured by Peak Oxygen Uptake After CTO PCI,"Evaluation of Exercise Capacity as Measured by Peak Oxygen Uptake, Before and After Percutaneous Revascularization of Chronic Total Occlusion",TERMINATED,2015-06-29,2017-10-30,OBSERVATIONAL,N/A,Coronary Artery Disease; Angina Pectoris,Percutaneous Coronary Intervention; Coronary stent; Clopidogrel,Change in Exercise Capacity,The purpose of this project is to objectively assess the change (improvement) in exercise capacity in patients undergoing routine percutaneous coronary intervention (PCI) for chronic total occlusion (CTO),15,* Patients who present for percutaneous intervention of chronic total occlusion who are able and willing to perform treadmill cardiopulmonary stress testing before and after the intervention,* Patients who present for percutaneous intervention of chronic total occlusion who are unable or unwilling to perform treadmill cardiopulmonary stress testing before and after the intervention,True,ALL,18 Years,90 Years,ADULT; OLDER_ADULT,United States
NCT02208765,Prognostic Value of SPECT-imaging Myocardial Perfusion Heterogeneity,Prognostic Value of Myocardial Perfusion Heterogeneity Assessed by Stress Single Photon Emission Computed Tomography,UNKNOWN,2015-01,2022-06,INTERVENTIONAL,NA,Coronary Artery Disease; Coronary Atherosclerosis,Stress Single Photon Emission Computed Tomography,Major Adverse Cardiac and Cerebrovascular Events (MACCEs),"Endothelial dysfunction has been demonstrated to be an early marker of coronary artery disease (CAD). On the other hand, myocardial perfusion single photon emission computed tomography (MP-SPECT) is a widely used technique for evaluation of patients with suspected or known CAD.

Preliminary data suggest that myocardial perfusion heterogeneity (a potential surrogate marker of endothelial dysfunction) can be assessed on conventional MP-SPECT, but its additive and independent prognostic value over the presence of myocardial ischemia remain unknown.

More over, factual data demonstrate that inhalation of particulate matters and gaz (NO2, CO) from air pollution contributes to the development of cardiovascular diseases in the short and long term. The role of air pollution in endothelial dysfunction has been suggested.

Accordingly, the purpose of this study is to evaluate the prognostic value of myocardial perfusion heterogeneity assessed by a new automatized image processing method applied to routine MP-SPECT.

The second purpose is to evaluate the role of air pollution exposure in pathogenesis of cardiovascular disease.

The main hypothesis is that the presence of myocardial perfusion heterogeneity is predictive of 2-year cardiovascular events in patients referred to the Nuclear Cardiology Department for routine evaluation of known or suspected CAD.

The second hypothesis is that microcirculatory coronary dysfunction is a causal link between air pollution and cardiovascular disease.",1600,* Age \> 18 years * Clinical indication for myocardial perfusion imaging,* Pregnancy * Breast feeding women * Severe comorbidity with life expectancy 6 months * Left bundle branch block on ECG making heteogeneity analysis impossible * Patient not resident in the Rhône-Alpes region,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,France
NCT03948165,Distal Transradial Access for Coronary Angiography and Percutaneous Coronary Intervention.,Distal Transradial Access for Coronary Angiography and Percutaneous Coronary Intervention: An Observational Study in a Latin-American Centre,COMPLETED,2017-11-30,2018-12-30,OBSERVATIONAL,N/A,Coronary Artery Disease,Distal Transradial Access,Incidence of complications associated with the procedure,"Introduction: The distal radial technique which consists of canalizing the radial artery through the anatomical snuffbox has recently emerged as an alternative arterial intervention for diagnostic and therapeutic coronary catheterization.

Aims: To evaluate the feasibility and safety of the distal transradial approach (dTRA) as a default route for coronary angiography (CAG) and percutaneous coronary intervention (PCI).",100,"* Above 18 years old * Undergoing diagnostic and/or therapeutic coronary angiography * With palpable pulse at the level of the radial fossa * With a positive Allen test * A positive Barbeau test, except type D.",* Patients with type D Barbeau test * cardiogenic shock within the previous 48 hours * anticoagulation contraindication * uncontrolled arterial hypertension * peripheral arterial disease * proximal radial artery diameter by duplex ultrasound \<1.9 mm * radial access used within the previous 6 weeks * proximal radial artery occlusion * refusal of registration admission,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Mexico
NCT01375465,The 001-DIOR Multicenter Registry,The 001-DIOR Multicenter Registry (A Novel Percutaneous Coronary Intervention With the New Paclitaxel-eluting Balloon DIOR in Ostial Bifurcated Lesions),UNKNOWN,2011-02,N/A,INTERVENTIONAL,PHASE4,Coronary Artery Disease,DIOR drug-eluting PTCA balloon,Major adverse cardiac events (MACE),"The 001 DIOR study is a prospective, multicenter registry of percutaneous coronary intervention (PCI) to assess the clinical success, efficacy and safety of the Paclitaxel-eluting balloon DIOR (Eurocor GmbH, Germany) for the treatment of de novo ostial bifurcated lesions (001 of Medina classification). The DIOR balloon will be used to treat the stenotic site branch.",50,"* De novo bifurcated lesions 001 of Medina classification, with significant stenosis only in the ostium of the side branch and a reference vessel diameter is bigger or equal 2.0mm; the DIOR balloon will be used to the treat the side branch. * The patient has clinical evidence of myocardial ischemia (stable or unstable angina, acute and non acute myocardial infarction, silent ischemia: ECG, exercise test, etz...) * As the maximal length of the DIORTM balloon is 30 mm, all eligible lesions should be no longer than 25 mm to ensure an adequate drug elution in the treated segment, avoiding the phenomenon of ""geographical miss"" . * Target lesion(s) stenosis is more or equal 50% by visual estimation.",* Cardiogenic shock * Any serious disease that might limit patient survival to less than one year * Inability to perform clinical follow-up for a period of 1 year * Left main bifurcation lesions: ostial left circumflex or ostial left anterior descending artery stenosis. * Lesion length \> 25 mm * Target vessel reference diameter \< 2mm * Stenosis \< 50% of the reference luminal diameter * Severe angiographic calcification at the level of the target lesion,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Spain
NCT04885465,Web-based Support to Caregivers in Heart Failure,Web-based Support to Caregivers Supporting a Person With Heart Failure - a Randomised Controlled Trial With a Process Evaluation,RECRUITING,2021-05-15,2025-12-31,INTERVENTIONAL,NA,Heart Failure; Family Caregivers,web-based psychoeducational support,Change from baseline to 3 months in preparedness to care for a person with heart failure,"Caregivers of people with heart failure experience a lack of support from health care in their caring role. They often want to become more involved in care, receive education and have the opportunity to share experiences with other caregivers.

Objectives and hypothesis: Our hypothesis is that an internet-based support program that is developed in collaboration with caregivers of people with heart failure will increase preparedness to care (Preparedness for Caregiving Scale). We will also evaluate the effects of the support program on the experiences of caring including positive experiences and the impact of care on health and lifestyle (Caregiver Competence Scale, Rewards of Caregiving Scale, Heart Failure-Caregiver Questionnaire) and their management of heart failure (knowledge of heart failure, support for heart failure self-care and perceived control over heart disease). We will also explore if the patients' healthcare consumption is altered when caregivers receive more support.

Method: The project is a randomized controlled study where 300 caregivers from four health care regions will be randomised to either receive a support program via 1177 care guide or to a control group waiting list who receive standard support from health care and municipalities. After the termination of the study participants in the control group will also be offered access to the support program. Data will be collected with questionnaires at baseline and after 3 and 6 months. A process evaluation with semi-structured interviews to describe the relatives' experiences of using the program with be conducted.

Relevance: Caregivers have been involved in all stages of the development of the Internet-based support program. The evaluation focuses on both the effects of the intervention and factors that affect implementation and equality. Caregiver support that is delivered through 1177 care guide enables a more equal, efficient and accessible support for caregivers.",300,"* A close relative identified by the patient who cares for, supports or helps this patient with a verified heart failure diagnosis ICD codes within I42 or I50 (i.e. all types of heart failure).","* Relatives who are unable to carry out the data collection or participate in intervention (e.g. non-Swedish speaking, cognitive problems, severe mental illness, addiction) * The patient or the close relative have a serious disease with expected short survival of \< 6 months.",False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Sweden
NCT05765565,Comparison Between the Octaray and Pentaray Catheters in Patients Undergoing Ablation for Atrial Tachycardia.,Comparison Between the Multi-electrode Octaray and Pentaray Catheters in Patients Undergoing Ablation for Atrial Tachycardia Using Coherent Mapping.,UNKNOWN,2023-03-21,2024-03-21,INTERVENTIONAL,NA,Atrial Tachycardia,Octaray multi-electrode catheter; Pentaray multi-electrode catheter,Number of electrograms per map,"The goal of this randomized clinical trial is to compare the 3D electroanatomical activation map-quality and -efficiency in patients undergoing atrial tachycardia (AT) catheter ablation. Primary objective of the study is to contrast CARTO-Coherent mapping quality (electrograms per map) using Octaray versus Pentaray catheter for left and right atrium ATs, separately.

Participants will be randomized with 1:1 ratio for undergoing 3D anatomy map with either Octaray (intervention group) or Pentaray (control) group. Next, all patients will undergo activation map of the AT with both catheters. For ablation in the intervention group, the Ocatray made activation map of the AT will be used, and the Pentary made AT activation map will be used in the control group.",40,* Age ≥18 years * Planned for catheter ablation of either left- or right-atrium AT/flutter will be eligible for inclusion. In the group of right atrium AT patients with typical flutters will also be eligible for inclusion.,* Individuals not able to provide informed consent for any reason including language and mental disabilities,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,N/A
NCT00469365,Pharmacy Interventions to Improve Chronic Disease Medication Refill,A Randomized Controlled Trial of Two Pharmacy Interventions to Improve Refill Adherence for Chronic Disease Medications,COMPLETED,2006-01,2006-08,INTERVENTIONAL,PHASE3,Diabetes; Hypertension; Hyperlipidemia; Heart Diseases; Depression; Psychoses,pharmacist contact with the patient via telephone; Pharmacist contact with the patient's physician via fax; Usual care,"The primary outcome was the number of days from the index date until the next date on which the patient filled a prescription for any qualified medication, or until the end of the study follow-up period.","Compare the effectiveness of 3 strategies by pharmacists to decrease the time to refill of prescriptions for common chronic diseases (diabetes, hypertension, hyperlipidemia, heart failure, depression, psychoses).",3048,"* All patients who were at least 7 days overdue for a qualified prescription were identified on a weekly basis (i.e. every Monday morning) using the centralized computer database. A qualified prescription was defined as having at least 2 refills remaining, a duration of at least a 30 days' supply, and having been written for any one of a number of chronic disease medications identified by a clinical pharmacist (A.M.W.). The medications of interest were those indicated for chronic treatment of diabetes mellitus, hypertension, hyperlipidemia, heart failure, depression, and psychoses. Medications that treat any combination of the specified diseases were allowed.",N/A,False,ALL,N/A,N/A,CHILD; ADULT; OLDER_ADULT,United States
NCT05653765,Prognostic Value of the AMR Measured After PPCI in STEMI Patients,Prognostic Value of the Angio-based Microvascular Resistance Use One Single Angiographic View Measured After Primary Percutaneous Coronary Intervention in ST-segment Elevation Myocardial Infarction Patients,ACTIVE_NOT_RECRUITING,2022-12-20,2025-03-20,OBSERVATIONAL,N/A,Coronary Heart Disease; ST Elevation Myocardial Infarction,N/A,MACEs,"The goal of this observational study is to learn about in STEMI with Primary PCI Patients. The main questions it aims to answer are:

* To determine the value of AMR in predicting the long-term clinical prognosis of patients with STEMI after PPCI, and to find the best cut-off value.
* Analyze the factors of PPCI affecting AMR and explore the effective measures of PPCI microcirculation protection.

Radiographic images of STEMI receiving primary PCI treatment in several chest pain centers in China will be included. The last image of the infarct-related vessel will be used as a target to calculate its AMR. The relationship between AMR and long-term clinical prognosis was analyzed.",2663,* Aged 18 or older * Type 1 myocardial infarction * Receive PPCI,* Failed to identify culprit vessels. * Structural heart disease with moderate to severe aortic valve or mitral regurgitation and or stenosis that may affect cardiac function * Dialysis patients with severe renal insufficiency * Severe and uncontrollable arrhythmia * Complicated with dilated cardiomyopathy * Unable to tolerate dual antiplatelet therapy * Severe and uncontrollable anemia * Hyperthyroidism * TIMI blood flow 0-1 grade after PPCI,False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,China
NCT00910065,"BAY81-8781, I.V. Aspirin in the Indication of Acute Coronary Syndrome (ACS)","A Prospective, Randomized, Verum Controlled, Open Label, Parallel Group Multi-center Phase III Clinical Trial to Demonstrate the Superiority of 500 or 250 mg Aspirin® i.v. (BAY 81-8781) Treatment Versus 300 mg Aspirin® N Tablets p.o. (BAY e4465A) in Patients With Acute Coronary Syndrome, Measured by Time Dependent Thromboxane Inhibition",COMPLETED,2011-03,2014-07,INTERVENTIONAL,PHASE3,Acute Coronary Syndrome,"D,L-lysine acetylsalicylate (Aspirin, BAY81-8781) 500 mg IV; D,L-lysine acetylsalicylate (Aspirin, BAY81-8781) 250 mg IV; Acetylsalicylic acid (Aspirin, BAYe4465) 300 mg Tablet",Concentration of Thromboxane B2 (TXB2) at 5 Minutes Post-dose,The objective of this study is to investigate whether intravenous administration (injected into a vein) of acetylsalicylic acid (Aspirin) in doses of 250 and 500 mg is superior to oral treatment of ACS with tablets containing 300 mg of Aspirin.,270,"* Angina pectoris lasting for more than 20 minutes within the last 24 hours before study drug treatment (or equivalent acute symptoms such as increasing dyspnea, diaphoresis, nausea, abdominal/epigastric pain, syncope etc.) * ECG change suggestive for ischemia: * ST elevation or T-wave change or ST depression, new or presumed left bundle-branch block (LBBB) * Elevated troponin T level \> 0.01 ng/ml, levels according to local laboratory reference values * Risk factors for ACS such as known coronary artery disease (CAD), diabetes mellitus, impaired renal function, peripheral artery or cerebrovascular disease, current smoking.","* Treatment with acetylsalicylic acid (ASA) within 48 hours prior to study drug treatment * Treatment with glycoprotein IIa/IIIb inhibitors within 48 hours prior to study drug treatment and before the 20 minutes blood samples for thromboxane, prostacycline and platelet aggregation measurement have been taken * Thrombolytic therapy within 24 hours before study drug treatment * Obligation for tracheal intubation and mechanical ventilation * Contraindications to ASA treatment * Known haemorrhagic diathesis * Evidence of an active gastrointestinal or urogenital bleeding * Stroke within 3 months prior to study drug treatment * Major surgery including coronary artery bypass graft (CABG) within 6 weeks prior to study drug treatment * Known severe hepatic or renal insufficiency * Pregnant or breast-feeding women",False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Germany; China; Russian Federation; Spain
NCT06103266,Rivaroxaban Monotherapy After CYP2C19 Genotype Testing in Patients With Atrial Fibrillation and Percutaneous Coronary Intervention,Rivaroxaban Monotherapy After CYP2C19 Genotype Testing in Patients With Atrial Fibrillation and Percutaneous Coronary Intervention,NOT_YET_RECRUITING,2024-01,2025-12,INTERVENTIONAL,PHASE4,Atrial Fibrillation; Coronary Artery Disease,Rivaroxaban,Primary ischemic endpoint; Primary bleeding endpoint,"Rationale: Patients with atrial fibrillation who undergo percutaneous coronary intervention for coronary artery disease are treated with antiplatelet therapy on top of a non-vitamin K oral anticoagulant. Inevitably, this is associated with a higher risk of (major) bleeding. Given the reduction of ischemic risk with low-dose rivaroxaban and advances in stent properties, implantation techniques, and post-PCI management, it may be possible to treat atrial fibrillation patients after percutaneous coronary intervention with full-dose rivaroxaban and without antiplatelet therapy.

Objective: This study will serve as a pilot to investigate the feasibility and safety of rivaroxaban monotherapy in 50 patients with atrial fibrillation after percutaneous coronary intervention.

Study design: Single-centre, single arm pilot study with a stopping rule based on the occurrence of definite stent thrombosis Study population: Patients with atrial fibrillation and an indication for a non-vitamin K oral anticoagulant who undergo optimal percutaneous coronary intervention Intervention: Rivaroxaban 20 mg once daily or 15 mg once daily, in case of moderate-to-severe kidney dysfunction, for 6 or 12 months without antiplatelet therapy Main study endpoint: The primary ischemic endpoint is the composite of all-cause death, myocardial infarction, definite stent thrombosis, and ischemic stroke at 6 months after percutaneous coronary intervention. The primary bleeding endpoint is the composite of International Society on Thrombosis and Haemostasis defined major and clinically relevant non-major bleeding at 6 months after percutaneous coronary intevention.",50,* Age ≥18 years * Successful PCI * History of or newly diagnosed (\<72 hours after PCI/ACS) AF or atrial flutter with a long-term (≥ 1 year) indication for OAC * Treatment with a loading dose of clopidogrel and aspirin prior to or during PCI,"* Known allergy or contraindication for rivaroxaban * Current indication for OAC besides atrial fibrillation/flutter (e.g. venous thromboembolism) * Overwriting indication for DAPT (e.g. TIA/CVA or PAD) * Mechanical heart valve prosthesis * Moderate to severe mitral valve stenosis (AVA ≤1.5 cm2) * Intracardiac thrombus or apical aneurysm requiring OAC * Kidney failure (eGFR \<15) * Active liver disease (ALT, ASP, AP \>3x ULN or active hepatitis A, B or C) * Active malignancy excluding non-melanoma skin cancer * Active bleeding on randomization * Severe anaemia requiring blood transfusion * Pregnancy or breast-feeding women * Planned high-bleeding risk surgical intervention within 6 months after PCI for stable CAD and 12 months after PCI for ACS * PCI of left main disease, chronic total occlusion, bifurcation lesion requiring two-stent treatment, saphenous or arterial graft lesion, severely calcified lesions * Participation in another trial with an investigational drug or device (i.e. stent)",False,ALL,18 Years,N/A,ADULT; OLDER_ADULT,N/A
NCT03165266,Right Ventricular Involvement in Inferior Myocardial Infarction Patients Using 2 Dimensional Speckle Tracking Echocardiography,Incremental Role of 2 Dimensional Speckle Tracking Echocardiography in Diagnosis of Right Ventricular Involvement in Patients With Inferior Wall Myocardial Infarction Undergoing Primary Percutaneous Coronary Intervention,UNKNOWN,2017-06-01,2018-02-28,OBSERVATIONAL,N/A,Acute Myocardial Infarction of Inferior Wall Involving Right Ventricle (Disorder),Two dimensional Echocardiography,Right ventricular dysfunction,"Right ventricular infarction usually occurs in association with inferior myocardial infarction in about 10-50% of the cases. Currently the presence of elevation in right pericordial leads is the most powerful indicator of right ventricular infarction.

The incidence of right ventricular infarction is more in postmortem studies,meaning that Right ventricular infarction is underestimated, possible explanation for this difference could be explained that electrocardiographic sign of Right ventricular infarction disappear early or patients presented late.",100,1. Patients of recent acute inferior myocardial infarction. 2. Patients managed by Primary percutaneous coronary intervention.,1. Pervious inferior Myocardial Infarction. 2. Inferior Myocardial Infarction treated by thrombolytic therapy. 3. Chronic pulmonary disease. 4. estimatedPulmonary Artery Systolic Pressure ≥35 mmHg by Echocardiography. 5. Valvular heart disease. 6- Dilated cardio-myopathy patients.,False,ALL,18 Years,100 Years,ADULT; OLDER_ADULT,N/A
NCT06012266,Repurposing Empagliflozin and Dapagliflozin for Paediatric Heart Failure: Translational Approach and Dose Rationale,"Dose Rationale for Dapagliflozin and Empagliflozin in Paediatric Heart Failure: a Phase II.a Pharmacokinetics, Ease-of-swallow, Safety and Proof-of-concept Study Among Children 6-18 Years of Age",NOT_YET_RECRUITING,2024-08,2025-08,INTERVENTIONAL,PHASE2,Heart Failure,Dapagliflozin tablet; Empagliflozin Tablets,"Pharmacokinetics 1: Dapagliflozin, respectively Empagliflozin half-life; Pharmacokinetics 2: Dapagliflozin, respectively Empagliflozin Volume of distribution; Pharmacokinetics 3: Dapagliflozin, respectively Empagliflozin AUC","This study aims at exploring the use of Dapagliflozin and Empagliflozin in children and adolescents 6-18 years old with heart failure. These molecules are effective in reducing hospitalisations and mortality in adults with heart failure and are used in adolescents with type 2 diabetes mellitus, but little is known on children with heart failure. Particularly, the best dose to use in this population is currently unknown. This trial aims to:

1. define a dose rationale for this indication and age group (pharmacokinetic study),
2. assess and monitor safety,
3. assess ease-of-swallow,
4. explore middle-term (4-6 weeks) efficacy and efficacy markers.

Participants will be asked to attend 4 study visits over 4-6 weeks, and one end-study visit 2-12 weeks thereafter. Visits 1 and 3 will entail an 8h day-hospital stay, while Visits 2, 4 and the end-study visit will be outpatient clinics (approximately 2h). Participants will be asked to take the studied drug once daily during the 4-6 weeks of the study period.

All participants will take both Dapagliflozin and Empagliflozin: 6 will start with Dapagliflozin first (Visits 1-2) and then switch to Empagliflozin (Visits 3-4), while 6 will start with Empagliflozin first (Visits 1-2) and then switch to Dapagliflozin (Visits 3-4). No comparison group is foreseen for this study.",12,"* Children 6 to 18 years of age, followed either as in- or outpatients at the Heart failure unit, Great Ormond Street Hospital NHS Foundation Trust, London or at the Paediatric Cardiology Unit, Centre Hospitalier Universitaire Vaudois (CHUV), Lausanne University Hospital, Lausanne, Switzerland will be eligible for inclusion. * Currently on heart failure medication (any drug or any combination). * Patients should potentially benefit from adding a SGLT2i (as judged by the treating physician and the local PI or Co-PI). * Patients need to be on stable medical treatment, defined as no new heart failure drug started over the preceding 2 weeks and no major drug dose modification (apart minor adaptations, like weight adaptations, rounding or formulation changes) during the 2 weeks prior to enrolment. * Adolescents, respectively parents or caregivers of children, capable of giving informed consent.","* Inability to understand and go through the informed consent procedure. * Inability to receive medications per os or through a nasogastric tube. * Patients on either Insulin or Metformin will be excluded from participation. This implies the exclusion of patients with Diabetes mellitus (either type 1 or type 2 or other rare forms) necessitating either insulin or metformin. * Type 1 Diabetes mellitus or any underlying metabolic disease associated with hypoglycaemias. * Body weight \<13kg. * Current smokers (defined as \>1 cigarette/week). * Use of any other nicotine-delivering product (e.g. nicotine patches). * Any known illicit drug abuse. * Active chronic HBV, HCV or HIV. * Any major surgery within 4 weeks of first dose administration. * Blood transfusion recipient within 4 weeks of dose administration. * eGFR =\<45mL/min/1.73m2 (simplified Schwartz formula). * K+ \>6.5mmol/L. * Blood glucose \<4mmol/L. * There are no blood pressure exclusion criteria foreseen, but participants need to be haemodynamically stable, as assessed by the local investigator (board-certified paediatric cardiologist). * Sustained or symptomatic arrhythmia insufficiently controlled with drug and/or device therapy. * Cardio-surgical procedure within the 2 months prior to Visit 1, or interventional cardiac catheterization within 2 weeks prior to Visit 1, or the patient is planned to undergo cardiac surgery or an interventional cardiac catheterization during the study period (i.e. in the 6 weeks following Visit 1). * Post-menarchal female patients of childbearing potential cannot be included. * Known lactose intolerance, galactose intolerance, total lactase deficiency, or glucose-galactose malabsorption. * Known allergies to excipients of either Dapagliflozin or Empagliflozin. * Significant medical history of active severe medical disease. * Significant liver disease, Child Pugh Class C, or significant laboratory abnormalities at enrolment. * Significant gastroenterological or hepatic disease that could significantly impair absorption or metabolism of orally administered drugs. * Any medical co-morbidity, which is deemed incompatible (or only with relevant risk) with study participation by the treating clinician and/or the study investigator. * Active urinary tract infection (being treated with antibiotics at the moment of Visit 1) or other relevant bacterial infection, as judged by the treating clinician and/or the study investigator. * The patient is currently participating in another interventional clinical trial or has participated in such a trial during the \<14 days before Visit 1 (or if enrolment in this study is incompatible with the protocol of that preceding trial).",False,ALL,6 Years,18 Years,CHILD; ADULT,Switzerland; United Kingdom
NCT00437866,Hepcidin in Anemic Chronic Heart Failure (CHF) Patients,Hepcidin in the Pathogenesis of Anemia in Patients With Chronic Heart Failure,COMPLETED,2007-01,2010-07,OBSERVATIONAL,N/A,Anemia; Chronic Heart Failure,N/A,Hemodilution,"Background: Anemia in chronic heart failure (CHF) is directly linked to increased mortality and reduced exercise capacity. The pathomechanism for the development of anemia in CHF is not well understood. Impairment of iron homeostasis is discussed to be one of the major triggers in anemia of chronic disease. Hepcidin was recently described as the central regulator of iron homeostasis.

Main hypothesis: Plasma hepcidin levels are altered in anemic CHF patients compared to non anemic controls and might be a main contributing factor of anemia in CHF.

Iron regulator-hypothesis High levels of cytokines in CHF patients cause up-regulation of hepcidin, which in turn leads to low iron uptake causing anemia. In this case venous hepcidin and hemoglobin concentrations should both correlate with cytokine levels.

Erythropoietin regulator-hypothesis Dysregulation of the erythropoietin system results in anemia, which represses hepcidin. This leads to a negative correlation between hemoglobin and hepcidin in plasma.

Methods: 100 consecutive patients diagnosed with systolic CHF will be prospectively included in the study. Iron status will be assessed and hepcidin, erythropoietin as well as interleukin-1, interleukin-6 and soluble TNF alpha receptor levels will be measured by ELISA.

Patients will be followed up for one year and mortality, rehospitalization and worsening of CHF will be documented.",100,1. Systolic left ventricular dysfunction (LVEF\<45%) 2. Signed informed consent,1. Women of child bearing potential 2. Pregnancy 3. Non cardiac illness limiting life expectancy to \<1 year 4. Renal disease of non-cardiac reason 5. Malignancy 6. Chronic inflammatory disease 7. Acute infection 8. Erythropoietin therapy or iron substitution within the last 6 months,True,ALL,18 Years,N/A,ADULT; OLDER_ADULT,Austria
